"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","negLog10FDR","direction","hgnc_symbol"
"ENSG00000187951",24.3867807929195,0.770260603023555,0.150918014772096,5.1038347157345,3.32839003296734e-07,0.00606865354710935,2.21690765520577,"Upregulated","ENSG00000187951"
"ENSG00000196358",72.6056623761082,0.443283201467607,0.0956418733614746,4.63482349192634,3.57242170651115e-06,0.0325679824874089,1.48720914415923,"Upregulated","NTNG2"
